reservation_id,customer_id,reservation_type,price,reservation_date,city,reservation_start,reservation_end,car_category,room_category,bed_category,flight_departure_time,flight_arrival_time,departure_airport,arrival_airport
db7269cb-e252-444d-919e-76a555125475,9b741958-6bbd-45aa-847c-56f4f2ff8713,Hotel,$317.92,1/15/2023,Mogocha,8/2/2022,11/26/2022,,Suite,King,,,,
11dbe58c-3260-44e2-b0f7-34bbc20c8be8,daf83bcf-93fa-4484-b895-ae61f06c464a,Hotel,$515.70,4/6/2022,Aleysk,1/21/2023,9/1/2022,,One Room,Two Doubles,,,,
f3883626-a8d2-4880-a5dc-a56aa3e545c3,dc4fea6c-2caa-4fc1-97fe-963ff12a5eb0,Flight,$852.86,5/11/2022,,,,,,,6:48 AM,4:07 PM,KBC,RVV
57bf82df-1316-4c06-81a7-14f196e17371,cf39eaab-2c2d-4577-a9fc-36fdcb362628,Hotel,$506.27,11/8/2022,Pacaycasa,6/28/2022,4/25/2022,,Studio,King,,,,
8847ae0b-7754-4cf7-8193-01a0bafcc6db,1e3f7bd9-844e-444c-8a8c-1f264d450ef9,Flight,$237.64,1/30/2023,,,,,,,10:15 PM,10:35 PM,QNC,EAB
7d6aa19f-9e03-451d-86e7-042add602b75,46a115ec-de99-48ce-aa79-5f24c6134370,Flight,$781.76,9/22/2022,,,,,,,12:40 AM,7:20 PM,MCJ,WUI
6049e504-474b-4522-938a-9117a7004609,300d321e-11e9-4986-95c1-689f5d2c2672,Hotel,$185.81,5/4/2022,Alicia,8/31/2022,4/16/2022,,One Room,King,,,,
80e4e139-cfb9-4e8d-9aa0-0557aab982d7,6d11671d-1ae3-410a-b01e-217efd2709c8,Car,$170.14,9/26/2022,Wanquan,8/24/2022,2/26/2022,Compact,,,,,,
bd04edab-937a-4070-80aa-fb9e2a637360,43f2f178-e481-48e4-a43e-c9425814d4a2,Car,$246.91,7/1/2022,Independencia,12/12/2022,3/14/2022,Midsize,,,,,,
3b1f6eef-6149-469c-a0e6-6bd6e5e1470b,e15a3fb7-e41b-4174-8ec2-34f466f91eb9,Flight,$928.70,3/10/2022,,,,,,,6:08 AM,10:53 AM,AWZ,LPS
51af2555-f21b-4622-b28b-242c321ae59d,e5cf6dfe-3d7a-4a80-a77a-b03cf015a26e,Flight,$401.33,10/24/2022,,,,,,,12:14 AM,9:49 PM,DBU,VIG
54e5d312-e6ab-462a-a8bc-b3aba24b5328,2fbd0459-de50-4f3d-8668-30e2a547db04,Car,$587.70,3/30/2022,Vrbovec,7/24/2022,1/4/2023,Compact,,,,,,
434fe3f5-346f-4954-8aa9-c502373e3786,eed98e90-28ad-4e35-9066-40b05c685a53,Car,$953.04,6/26/2022,Qinhong,5/28/2022,5/8/2022,SUV,,,,,,
d77a2876-cd7e-4da2-83fd-f7fa595bdb82,e42cb8c7-6d47-4669-b82b-bf1fced59cde,Flight,$763.56,7/16/2022,,,,,,,7:30 AM,1:16 PM,TYF,BRB
d23e1a4c-2127-4a63-88b0-c8701d687bfd,e0f759cb-391d-409f-bf2f-900fb2186095,Car,$424.58,9/25/2022,Sawo,4/1/2022,5/26/2022,Compact,,,,,,
44a1a760-4f3f-49f8-84a4-54aeca188998,142d6e89-f823-4dac-bc0d-21f163bc2bac,Flight,$232.94,5/12/2022,,,,,,,1:22 PM,11:08 PM,JAP,HUG
61a9a9a0-1795-414a-bc23-7209d6378112,238cd050-a155-455e-a9e1-683ef1dd6b94,Car,$483.10,10/4/2022,Domoni,5/19/2022,3/12/2022,Midsize,,,,,,
8260e7a7-c41e-47ca-bd27-b26c42624a1c,c5eb39ae-be84-461c-8f09-b0de044f1ab0,Flight,$650.04,5/31/2022,,,,,,,1:23 PM,10:09 PM,SVJ,CVT
685db74d-dfd7-4417-be7e-d41bec183379,9ecf6543-8a87-4375-9e2b-0c48bab438ce,Flight,$703.62,7/22/2022,,,,,,,3:05 PM,9:28 AM,SZG,0
d101cee1-7112-41c3-9696-34b89f9b19ac,c5b37d7b-18bf-469f-84d7-047e94a16bc3,Car,$302.43,11/14/2022,Sukacai Tengah,9/20/2022,6/3/2022,Compact,,,,,,
d9ef944c-6757-4f65-9dfb-cb5d889db5b5,337b0783-2e30-4b7f-8231-8cf6b3cbe2fc,Hotel,$838.15,1/17/2023,Vágia,7/30/2022,2/21/2022,,Suite,King,,,,
3166056a-cec9-422d-b6f1-92a07a742494,3a2fadbc-da74-4ea8-b866-cacad6b0a8c4,Flight,$404.65,10/28/2022,,,,,,,7:12 PM,10:52 PM,TIR,HAZ
69cfe721-880a-42c0-9b66-f218f58d9b9f,ca58d21b-c982-48ae-aa83-24b384e9194f,Flight,$947.04,9/22/2022,,,,,,,2:33 PM,3:57 PM,LIG,EBO
0e2133ad-60a2-4fb7-a3ef-37175b083c5a,4697679b-d3ec-42ee-8559-1ad1daa94c86,Car,$802.87,3/11/2022,Pápa,6/10/2022,9/2/2022,Midsize,,,,,,
ca1f8ce3-8970-4419-8472-e27706626f76,9c4adf4e-f651-4c83-8245-339663edd2d6,Flight,$276.04,4/15/2022,,,,,,,10:53 PM,6:50 PM,DVR,RWN
0cb75f4c-9238-43d7-830e-08fca583645b,9c9d8c69-377f-441e-9aa7-694cf085cc59,Car,$214.07,7/15/2022,Dofa,8/27/2022,3/27/2022,SUV,,,,,,
98bfd4bb-07e9-40a2-8dea-f84ca98f0d6d,0baa2a89-69d1-47b1-8116-a14a1a8a4949,Flight,$992.34,1/22/2023,,,,,,,12:20 PM,3:41 PM,TTW,UIK
26b84168-3e1b-420a-9213-5593378ae851,bbdc4fe5-70eb-46c6-8de3-c8001d24fac0,Flight,$194.49,2/14/2023,,,,,,,3:04 AM,6:02 PM,EIH,KOK
4856d526-b675-437f-8b1c-cfa39872be58,0dcd1bec-7862-41e9-88f1-f5d91b141a96,Car,$330.60,6/23/2022,Ibicaraí,7/15/2022,1/6/2023,Compact,,,,,,
88e74a5b-cce7-4636-bcd6-385fe7b481f8,2df7f89e-4181-418e-aa4c-3b8a263e8a94,Car,$684.14,1/28/2023,Svalyava,6/23/2022,3/26/2022,Midsize,,,,,,
9cfe6305-9ff3-4a71-8dd7-e5dcff9223dc,871241d8-28cb-4878-906a-eb99af000d60,Flight,$126.90,12/8/2022,,,,,,,11:34 AM,11:14 PM,QWG,GOZ
8515eb05-cba4-461d-976a-950334ac9c98,56af76cb-f869-46c8-8ff0-6e20aed66b7b,Car,$543.84,12/24/2022,Aubenas,7/1/2022,7/20/2022,Midsize,,,,,,
b355a27d-e302-4a4b-8711-4721f70a0c40,aa503245-8c43-45d6-8657-cd87d0e38647,Hotel,$786.80,3/12/2022,Namīn,7/8/2022,10/12/2022,,One Room,King,,,,
369d2a7a-c72e-4336-8c7f-1ea85974a377,6ae65f74-e56b-492e-9813-eaf0902e6c98,Flight,$371.24,10/25/2022,,,,,,,4:34 AM,12:29 AM,OCF,BYO
eb73ddd3-90bd-46bd-8dd6-830f792cce7e,2c70a560-f2c5-4380-99f5-b0dd33544934,Flight,$506.95,2/15/2023,,,,,,,12:56 PM,1:03 AM,GYL,MMK
76533d3f-5871-4087-b332-7ac90d457b5f,b5884333-1e75-4c3e-b469-127a7102117a,Hotel,$434.70,8/8/2022,Shishi,11/28/2022,4/22/2022,,One Room,Two Doubles,,,,
29872848-004e-43fb-9ea7-d8c822231487,15a28265-0688-4ead-8125-2d832e1b005a,Flight,$414.55,3/15/2022,,,,,,,2:22 AM,8:22 AM,WTP,KCZ
ee5c551e-89a8-49aa-805d-13976d091502,7f584175-6651-4391-9f09-0c2153705723,Hotel,$747.14,6/14/2022,Kebili,3/26/2022,10/16/2022,,One Room,King,,,,
62519904-352d-4ec0-ac23-ae42f0af4acd,a5b023eb-66ef-4922-97ef-f5de631252a6,Car,$541.78,5/12/2022,Villa Florida,2/25/2022,2/5/2023,Midsize,,,,,,
a00c3f46-3fd5-46c5-b852-90ae68f7028c,a4a38bfb-5daf-43b3-be0f-0760b5076c69,Car,$306.54,9/28/2022,Vohipaho,7/7/2022,10/12/2022,Compact,,,,,,
58db0bef-18ed-488c-96df-22328963eb64,a21be766-f562-4e43-8012-4b1305478b7d,Car,$141.79,11/2/2022,Minh Lương,9/29/2022,3/17/2022,Compact,,,,,,
ba7aba4d-038c-4273-9834-7c68cbaa8ead,5951b46d-02b8-46c8-92d4-b53355c4e51d,Hotel,$700.71,5/23/2022,Prince Albert,8/10/2022,3/13/2022,,Suite,Two Doubles,,,,
acf53c24-5581-431a-9e9e-05fdb426b2d6,22cc7d65-23d7-4013-99f1-7bab6b7835b1,Car,$901.82,5/27/2022,Koceljeva,2/5/2023,3/17/2022,Midsize,,,,,,
f85b989e-89c4-494c-ac33-933381831bd6,45dad40e-f893-4849-b12c-f97f0f96f114,Hotel,$777.14,7/18/2022,Kombissiri,6/5/2022,9/5/2022,,One Room,King,,,,
48fbfae2-ed76-4b50-8703-f4e5bdecde92,d2a5b6c7-800b-4ec0-b170-d038f767c54f,Flight,$598.58,11/30/2022,,,,,,,1:40 PM,7:41 AM,ARH,SOG
82d3bf1f-3715-4dba-aa41-7ff4e38e095c,6c87f0d0-c5be-4095-9eb3-db331be26090,Car,$512.07,10/1/2022,Fenais da Luz,7/8/2022,6/12/2022,Compact,,,,,,
94940df1-4040-4f5b-aaaf-b7f927e65a27,b13b02fd-0847-4120-b877-3ea12abbc617,Hotel,$127.12,10/7/2022,Torrance,11/29/2022,11/3/2022,,One Room,Two Doubles,,,,
ae8b2cf8-9b03-4fdd-b4a9-097c567250b8,63a65ae9-b09d-4755-ba36-1d170a90a615,Flight,$599.15,3/10/2022,,,,,,,2:28 AM,9:41 PM,USH,EBM
6aa6685b-6cff-4eec-9af0-a8333af4029a,894f286f-8a28-4d14-8351-7ae9b1c471b2,Flight,$486.57,4/17/2022,,,,,,,12:30 AM,9:48 PM,KPR,ELC
fd69e5ce-2353-4cef-a233-b5f5455f0c01,5adad4df-60b4-489d-b0bb-27ab5876011e,Car,$805.36,1/7/2023,Tilburg,8/26/2022,10/11/2022,Compact,,,,,,
c2d510b4-a110-48e9-9feb-925ee659dce7,5a14fbe7-ccbc-433e-985d-af462d982823,Hotel,$606.19,4/3/2022,Ko Samui,11/20/2022,2/16/2023,,One Room,King,,,,
06bc222a-5301-4066-84fb-074849517c5c,c227de5d-bda5-4d7b-bbbe-5c7f1d110141,Flight,$906.91,7/20/2022,,,,,,,12:52 AM,4:02 PM,KOL,HAH
056ab12e-8609-4239-947f-27b77d818f24,84fdad0d-0835-40a0-ac3f-ded127305848,Hotel,$554.83,5/7/2022,Třinec,3/7/2022,10/23/2022,,Studio,King,,,,
41b9a746-4056-4f0e-b653-bfd3365cb79e,374cbadd-15c4-4fad-9988-f1cb6bbad694,Hotel,$981.04,1/8/2023,Shencun,5/1/2022,12/4/2022,,Studio,King,,,,
1e9d9bf2-d25c-49f5-abd2-04e888cf22b0,8f9cfede-ca14-45f1-ac44-1e4c7a9a0861,Car,$358.62,12/9/2022,Yanmenkou,1/1/2023,11/25/2022,SUV,,,,,,
c3f66f99-3517-4926-af4c-42e488ade1e4,7c756b9d-adaf-46df-9289-8549086bcacf,Flight,$661.53,3/23/2022,,,,,,,5:48 AM,6:40 PM,YYW,WEM
c9dbdfbe-9906-45f4-903e-98dfaf77a6c1,ba9ab7fd-96e2-4eac-9480-469741582c34,Car,$275.36,12/2/2022,Makar’yev,11/17/2022,10/3/2022,Compact,,,,,,
9c72285c-f2d7-4edb-8e54-eac0d83b53eb,b7981cc4-af96-473e-943b-ed5333c41703,Flight,$956.07,8/1/2022,,,,,,,10:01 AM,6:50 AM,LIX,RAX
41a2de81-89ee-4cb3-a66d-6e7d4db29173,88ce0a78-8391-4c66-9201-12c720b1af92,Flight,$747.13,6/21/2022,,,,,,,12:01 PM,6:14 PM,TLO,SZY
35193ca7-8d45-4eae-9591-c67d3a4bc96d,7afff9e9-4a82-4c6d-81a3-91c1bff57cda,Flight,$130.83,8/18/2022,,,,,,,6:42 PM,3:20 AM,AMY,CIJ
8c96f676-ad20-41a0-824d-32198eddade8,a9f52526-6ebc-4e8c-843e-2b096e3e13e4,Car,$631.88,8/23/2022,Chenggang,11/13/2022,5/27/2022,Midsize,,,,,,
5fec966a-8971-46f6-bde4-9c59aa28dfd1,8cfc7353-7e2b-4472-8158-0623ce316a99,Hotel,$899.31,3/21/2022,Cruzeiro do Oeste,7/18/2022,12/4/2022,,One Room,Two Doubles,,,,
4d562fdb-a3b2-41fe-9e6b-324056b98240,1d4c326d-fd56-468a-99b6-f40f2bb71e8d,Flight,$345.22,7/23/2022,,,,,,,8:21 AM,1:38 AM,RRL,KAE
8fea64b6-bbb8-4ae6-9d9c-6b9e32a6f57f,77742605-1403-406d-8cf1-ed7ab4bff939,Flight,$445.68,7/28/2022,,,,,,,3:04 AM,6:37 PM,ARZ,LSY
9adcb7de-1fed-42db-bfad-897ab8e1999d,0916e3da-8c83-41e5-a417-e7b725484d82,Car,$276.79,7/9/2022,Sofifi,11/5/2022,8/21/2022,SUV,,,,,,
0e4649f0-7857-4008-ad48-da656d1ab6eb,a599c44f-ae3c-4256-b1b8-529f8d1b5ad3,Flight,$151.02,7/15/2022,,,,,,,8:10 PM,5:09 PM,RAW,YAH
711fbc97-0ae8-45fd-b580-0e2df0f518f4,fe48c05a-5023-484b-be37-8d452f4b459d,Flight,$486.97,9/27/2022,,,,,,,10:40 PM,4:48 AM,ITI,DSC
e0927c54-3dcc-49c3-998a-dde5062843ae,64dab2c4-4d87-44ec-8605-9ffafa03ef73,Hotel,$121.44,8/27/2022,São Lourenço de Mamporcão,4/1/2022,1/7/2023,,Suite,King,,,,
5046304a-1af3-4298-a4c9-ea673fbb12c5,e8e1f8d1-8b2a-45da-b0bf-6797eca8f386,Hotel,$274.58,8/1/2022,Goya,10/9/2022,8/18/2022,,Suite,King,,,,
c864b6c8-5ca3-4571-9526-5b0b11996e7e,231024b7-69f2-403d-b2af-0ac912f7248c,Hotel,$642.10,3/18/2022,Diamantino,2/27/2022,5/26/2022,,Suite,Two Doubles,,,,
327a8435-1d61-4277-ac91-9d819be0df08,a2445557-713b-40de-8456-17cdc9d8291e,Hotel,$129.57,9/3/2022,Kiuteta,11/19/2022,10/27/2022,,Studio,Two Doubles,,,,
f61d8f40-9c81-4759-83a7-2381c9aa16c5,2ebb5362-8087-4f10-a6eb-a129d372566e,Hotel,$697.66,7/17/2022,Changfu,4/25/2022,11/4/2022,,Studio,Two Doubles,,,,
33f8d753-aca6-42aa-bd6d-2f8f49adc096,70509493-dc5c-4931-91cc-dc2dc4892558,Hotel,$148.92,2/12/2023,Nova Odesa,11/10/2022,10/7/2022,,Studio,Two Doubles,,,,
745d64b1-5933-4e24-b599-666c170beeb1,02d08fc1-1210-42d4-8bf9-45494d0fbb8e,Flight,$329.96,12/9/2022,,,,,,,7:22 AM,5:26 PM,SXR,BTP
ef327f94-6325-4b2e-b80b-15654dae41dd,59fd6cbe-0754-4945-a333-754e7111c4ba,Hotel,$419.83,8/19/2022,Yujin,2/6/2023,11/16/2022,,One Room,Two Doubles,,,,
23ce4ab4-69d3-4e7d-9719-2f96b948d8dd,48841061-52f8-43d4-80c7-1da79d91fdfc,Hotel,$269.62,4/24/2022,Xinfeng,3/14/2022,5/27/2022,,One Room,Two Doubles,,,,
888ab3d5-1ef9-4b14-8109-efde74b59a63,ce961e8c-a2bc-4d3f-8789-ad9fbddcad8c,Flight,$148.14,9/14/2022,,,,,,,2:29 PM,10:20 PM,AYG,HRB
1a24b672-2534-459e-96fb-68f197142718,8fa58fa7-49bc-4ccd-bbd6-3e4fb51eee0b,Car,$557.78,1/26/2023,Buyant,7/27/2022,10/27/2022,Compact,,,,,,
eaa8e1f2-e146-4631-b58f-9c45881effd6,28ae3ac4-2ef6-494c-9c76-d389a62a3d2a,Car,$707.44,5/1/2022,Ferreira do Zêzere,7/25/2022,12/1/2022,Midsize,,,,,,
12a171dd-4bba-41a4-812d-f2c19ffa6ae8,7f8b0d79-de4e-4fad-8370-ca41d73e61e1,Hotel,$687.40,7/22/2022,Tha Muang,7/16/2022,7/11/2022,,Studio,Two Doubles,,,,
797c20f1-48cf-42df-9213-dc1d838c8ac7,e769d7fe-4ef2-4a5b-89de-d5da5009c121,Hotel,$409.10,7/15/2022,Loma Bonita,8/30/2022,3/18/2022,,Suite,King,,,,
aae53dbd-f5e8-45b3-8d7b-c1d083947632,e40d64ad-5757-44a1-8d2a-b748b78f349a,Hotel,$175.16,11/22/2022,Huanipaca,9/20/2022,6/24/2022,,One Room,King,,,,
eb8886b8-3313-465f-bdf2-2a121090452b,2108006b-01c9-44d0-b06e-9efa8e48238a,Car,$719.85,10/25/2022,Jianxin,10/10/2022,1/6/2023,Midsize,,,,,,
b7f22368-fd3f-458b-9993-84be38127742,5856c3aa-b0db-4d4d-95b3-84c9639d5f7c,Hotel,$482.68,7/31/2022,Mirosławiec,8/30/2022,4/21/2022,,Suite,King,,,,
ee4cfdaf-f6a5-4313-8c75-c142be0734fc,ca183a20-e89f-401e-9ba8-f30835aff9e3,Hotel,$472.74,3/23/2022,Talzemt,11/6/2022,4/22/2022,,Suite,King,,,,
cf7cf181-6bae-401f-ac3d-4ac8308804d1,659d15c3-6f5c-487b-b49d-6ceb257e0162,Hotel,$306.10,8/16/2022,Komorní Lhotka,12/26/2022,12/4/2022,,Suite,Two Doubles,,,,
e5363020-004e-45e0-885a-c7702794c252,f54bd37f-a7ba-4fe1-ad9b-f1ac776d3158,Hotel,$376.82,4/28/2022,Vecumnieki,6/2/2022,3/3/2022,,Studio,King,,,,
cf89544b-c373-4441-ae52-5333f2ca677a,d35e7d81-eaa7-479b-b075-f39f55631318,Flight,$446.47,1/30/2023,,,,,,,10:56 AM,8:18 AM,FEA,BLJ
0fbeed4c-5164-422d-9a61-4419cb8ecd4d,2bed420e-e295-4659-9a41-3c2b5918b73c,Flight,$979.25,8/26/2022,,,,,,,1:59 PM,8:53 AM,MKZ,MHG
db4a48e5-352d-4799-a77a-6ffd1423d319,4127f8df-395f-418e-b546-22bc43ab8a16,Car,$171.35,11/28/2022,Fuxing,10/23/2022,12/19/2022,Compact,,,,,,
0df48973-cbc4-40e0-af0d-64e58a173e65,5b7b52eb-849d-40ed-9c7f-c4314f6206ab,Flight,$683.39,6/16/2022,,,,,,,1:28 AM,7:24 AM,OLM,CTT
a0342ead-ab14-4807-b706-fc121a5df691,3d954e31-ae28-46c9-a59e-fd34e8b00a6d,Flight,$715.05,6/18/2022,,,,,,,5:17 AM,5:29 AM,AAE,CPG
bf4d84ee-b137-4c00-a211-e4a997125c36,f2c2e415-bd40-4e12-a8df-d55b4f1bd407,Flight,$946.22,12/28/2022,,,,,,,8:00 PM,11:26 AM,SBM,NMG
2cb93207-0f97-4a46-a390-aabb2e578ac8,1654157e-352a-40bb-a2fb-4cd8ce17c84d,Flight,$386.33,6/25/2022,,,,,,,6:48 AM,1:11 AM,KZC,KHW
4d859994-3d18-43e6-aca5-6cc1f32819fd,b0bcb2ca-6bb6-4f6a-a7d5-0e887820b34f,Hotel,$427.57,3/22/2022,Baimangpu,10/15/2022,4/8/2022,,Studio,Two Doubles,,,,
dc7b98be-ac10-4d8e-8e0e-635943962df7,45fba7f8-52de-4649-a04e-01ef0f4701c2,Flight,$951.24,11/6/2022,,,,,,,9:08 AM,4:14 PM,EVE,SPT
82ee2dce-2939-44e4-b0b4-8f79d3119ceb,98ff5da5-399c-4900-a9c8-bf835e95c6e9,Car,$157.63,10/2/2022,Libei,1/24/2023,8/23/2022,Compact,,,,,,
735450e0-3d97-42e5-9789-81af3552754e,7d7e90d1-eb81-484e-b4b6-5668aa3d9079,Flight,$620.23,12/21/2022,,,,,,,12:00 AM,10:44 AM,BOJ,LHG
ae6d27ea-07ed-4d89-a0a5-9c6b09de8e82,5136dc2d-5e29-4aca-bad3-d24357a65f78,Car,$598.02,10/19/2022,Loreto,9/7/2022,1/16/2023,Midsize,,,,,,
5cb53eb7-738a-4752-8fbe-17d726821fb0,e38c4662-0d83-42fd-b8f8-325c07133b2a,Flight,$865.64,11/18/2022,,,,,,,1:51 PM,5:01 AM,KNM,EEN
d0635929-8c8d-4e58-be16-724f53c89c47,c8f581f7-f47b-4cc2-b54f-10024850596c,Flight,$489.77,11/3/2022,,,,,,,10:49 PM,1:01 PM,SAH,MUW
9f6d65f0-7d60-48f4-86f0-6c6683c3f244,48e48a0d-a152-4ddc-89cc-e3323bbb8df2,Flight,$752.39,12/18/2022,,,,,,,5:46 AM,11:33 PM,TIA,HNE
83652a20-69db-4ca5-b1ee-2195967c8b74,d137912b-dca1-4f1a-bd3c-fef54b2950a0,Flight,$864.65,11/26/2022,,,,,,,3:02 AM,12:56 AM,MHE,VIV
0eefb3b0-a98e-4264-8d2c-f1450ceaff81,cc69ba7f-0507-469c-a719-4108ed8d3844,Flight,$362.73,5/19/2022,,,,,,,5:49 PM,3:56 AM,MHK,OWK
af35d6d5-bf4f-4483-88e2-12ed8b73f3c2,e5b0793c-bac2-4f28-a7cc-4fe410117c1a,Flight,$302.87,7/13/2022,,,,,,,10:19 PM,3:12 AM,ACN,PFO
5d552bff-2590-4b46-94e3-e40038755df8,5cacc205-40cf-401e-9aea-169e786c7473,Car,$242.27,6/16/2022,Panjiawan,9/26/2022,12/8/2022,SUV,,,,,,
19abd941-2349-448b-b9a2-19c2a4273016,b62d4a95-6b9b-4942-a386-7e4f1d7abc27,Hotel,$135.64,8/15/2022,Saint George's,3/14/2022,7/7/2022,,One Room,Two Doubles,,,,
214876b0-e824-49b7-8e5c-20ba61a59f29,f5ea2437-bc10-4e88-944c-7f100ec068c1,Car,$703.95,12/17/2022,Quva,4/28/2022,4/4/2022,Compact,,,,,,
b9d95d0e-9c11-4741-ba8f-97d4330dffe9,f6a01473-b18e-4ebb-b7a8-04fecf108c85,Flight,$770.38,4/16/2022,,,,,,,6:05 PM,5:26 AM,TFB,DBY
f075b955-0919-4671-aebc-ae8f52ef88a1,02e5af61-7d3d-42e2-bdb1-c34a4ab58856,Hotel,$924.50,11/19/2022,Lajas,6/11/2022,6/8/2022,,Suite,Two Doubles,,,,
1e7d816b-2876-47a8-abc9-a90d87e0a32a,54a021fb-d8c9-45bd-a237-c45f9fccea2c,Hotel,$546.23,11/4/2022,Liliongan,6/24/2022,2/26/2022,,Studio,King,,,,
5fee1722-5899-43bd-b63d-5bd24e569689,351c5e6e-0889-4699-be81-aec470db15f2,Car,$696.21,2/11/2023,San Agustín Acasaguastlán,4/9/2022,12/30/2022,Compact,,,,,,
70c03a10-ddf6-4607-a5e5-cec276769818,7af97f6e-e8b4-4471-86b4-dc632163909f,Car,$349.53,11/12/2022,Milaor,11/28/2022,1/9/2023,SUV,,,,,,
e49a096e-60d9-4983-8154-a9cfa8a159a8,98bc8102-a790-46fc-be51-ed9dc2d0a173,Hotel,$296.70,10/27/2022,Mar del Plata,5/17/2022,1/16/2023,,Suite,Two Doubles,,,,
08434a56-921d-4fe3-ac0e-20ccfbbdaa81,93b70aac-9725-4c72-91b1-0259a20a2453,Car,$682.98,2/1/2023,Huasta,9/4/2022,5/22/2022,Midsize,,,,,,
ea8647b6-118b-4c95-ac09-3fd72e440ff2,14393445-b354-4b2c-9328-573d9380d065,Flight,$608.68,9/28/2022,,,,,,,11:53 AM,4:19 AM,MAT,NAN
a29dd58a-f012-4912-b450-a6f28b99d877,6f8165e3-2739-431d-be56-9376042f7f81,Hotel,$824.58,5/24/2022,Pedro Sánchez,4/26/2022,11/2/2022,,Studio,Two Doubles,,,,
dcbad0c0-d4a2-46ae-a714-e851c55519b5,df71e834-bf0a-4c1c-b727-2bc34238e844,Car,$522.43,7/3/2022,Buriti Alegre,12/15/2022,9/20/2022,Compact,,,,,,
31426747-d8f5-4b47-8ee1-091cd2b057bd,c9b55bc6-cf7f-4bf4-9310-34b9f8993bfc,Car,$933.29,10/12/2022,Liloan,1/30/2023,12/14/2022,Midsize,,,,,,
b2a0f463-46dc-47b0-b4b1-8b7332d5bafd,bfba50f5-4622-4e14-a761-cbeaec99fa0d,Flight,$372.70,12/14/2022,,,,,,,3:28 PM,11:37 PM,HYR,DPG
73577864-dede-44bb-906a-e48e4f8bb89b,13fa230d-85e9-4440-b23d-dbb38f061201,Car,$682.41,4/14/2022,Chavárion,11/6/2022,7/16/2022,Compact,,,,,,
05978490-2889-4ef0-ac1c-82236c90e905,c01d2573-e406-4490-9955-53e8ea32b62f,Flight,$512.72,10/16/2022,,,,,,,9:27 PM,9:52 PM,BLN,ERA
364abc5c-2198-437b-a586-b9a17bd71f38,f05162a6-6e8f-4a58-bb6d-1dfc18ba1ef0,Flight,$565.17,2/27/2022,,,,,,,5:25 AM,9:36 PM,GLC,JYR
afb002e9-68f1-4482-a0a4-a5a001b14e06,99f0610b-e7b9-4e8c-8f95-736350889704,Car,$821.54,12/16/2022,Umeå,8/12/2022,9/2/2022,Midsize,,,,,,
b1d17b60-3d4d-4c05-bb29-60ca5f31380d,99985a0b-179f-41a1-9768-3707a763af30,Hotel,$769.88,7/19/2022,Futian,1/26/2023,8/10/2022,,Suite,King,,,,
8091e37f-2d8b-4acf-bad5-c6fd2d36215b,ce85f48f-5e44-4ee1-83a5-ebc5dde59599,Hotel,$856.82,6/28/2022,Sa‘sa‘,2/7/2023,3/2/2022,,One Room,King,,,,
1a53bba9-1baf-4482-9562-70609a362658,9430e1bd-4d02-42d1-afa9-cbac78db0f24,Hotel,$927.10,1/11/2023,New Sibonga,1/3/2023,8/12/2022,,Studio,King,,,,
3a63cf3c-8c32-4285-8f92-dbf65654c897,2efc30ba-8a1b-4f69-b4cd-b819c3394ccf,Flight,$247.60,4/16/2022,,,,,,,9:15 PM,8:59 AM,AEU,JCJ
3df71c8e-c1a4-4155-98f1-438ab998e0a0,dc07a1f5-cf6b-4740-bd78-cc61166d702a,Car,$261.24,12/18/2022,Busay,4/14/2022,8/17/2022,SUV,,,,,,
808def78-2cfc-4a71-bffd-f72f974ddd04,be6c233f-c620-46e6-bbeb-1eeb8262fdf2,Car,$908.03,8/1/2022,Ćmielów,10/1/2022,6/15/2022,SUV,,,,,,
12ecea81-6c3d-4813-9188-0b147c758897,f1e80e3c-10fe-4faf-87e5-b92858902848,Hotel,$886.77,3/19/2022,Skoroszyce,3/22/2022,10/27/2022,,One Room,Two Doubles,,,,
e5662b11-e517-4bc4-a007-7de8c331a848,27e6442a-6850-4a3f-8958-14a245d3361c,Flight,$116.03,6/12/2022,,,,,,,12:30 AM,11:41 AM,CMW,TNW
0c463afb-3079-46f0-9214-bc24a026c2ec,ae9c8fbc-c47d-477f-881a-3278ed53d3c1,Hotel,$419.14,1/2/2023,Penang,5/23/2022,6/2/2022,,Suite,Two Doubles,,,,
edcd8835-9ae4-4ce5-9aae-e6f0d91157d6,7d1f13a0-5a60-4b5a-ba09-378c045387a6,Flight,$386.99,2/13/2023,,,,,,,3:31 PM,12:50 AM,WME,VIH
753f1a76-e4e6-473e-9abf-f83554275d17,4b3eea7a-514f-4b16-bb11-ea21a9531b44,Car,$614.12,8/26/2022,Calumpang,1/17/2023,5/4/2022,Compact,,,,,,
4367a16e-312a-4002-bc6c-bdfe6fad67ef,22af6e77-25dc-4b96-920d-4c929094e320,Flight,$249.84,1/25/2023,,,,,,,10:39 AM,4:13 AM,YBC,MOT
c308606e-109d-4d34-8af2-8c1d642a2adf,5ee75445-84a2-463d-8133-4c42f68bef04,Car,$633.79,6/8/2022,Kamogatachō-kamogata,1/24/2023,12/14/2022,SUV,,,,,,
217c42a9-6ad4-472c-8f6c-30c47235a12a,1103753b-7693-473a-9031-9e1b1abd1191,Flight,$371.24,3/20/2022,,,,,,,2:57 PM,1:41 AM,PBJ,NQI
